"","2.5","25","50","75","97.5","agent"
"b.prev_std.Stock.Quesnel.","-1.16754505763607","-0.694343138112883","-0.510289433525548","-0.308843134670282","0.176696428536392","te_mar"
"b.prev_std.Stock.Raft.","-1.21545194704662","-0.728742363939857","-0.542503292238555","-0.352036411339919","0.129008269125773","te_mar"
"b.prev_std.Stock.Scotch.","-1.23446485838525","-0.729395510467636","-0.540995770745714","-0.347354286656731","0.0997156561697909","te_mar"
"b.prev_std.Stock.Seymour.","-1.20598559992908","-0.735069481905443","-0.54394123468672","-0.351006386440991","0.110022701550842","te_mar"
"b.prev_std.Stock.Stellako.","-1.17459972870983","-0.70382116216242","-0.517571258001976","-0.313119940029748","0.155347199869375","te_mar"
"b.prev_std.Stock.Weaver.","-1.17542891508442","-0.674046576517604","-0.487849313057388","-0.278073134931912","0.195079279594497","te_mar"
"prev_std","-0.85553316717198","-0.351657123669133","-0.112591632011602","0.116988614714654","0.681812402895432","ven"
"b.prev_std.Stock.Birkenhead.","-0.874927768270878","-0.327335679050913","-0.0368354711989955","0.248089144925329","0.86579713651331","ven"
"b.prev_std.Stock.Bowron.","-0.864568889346469","-0.290014534709927","-0.0206717197261897","0.253125337950266","0.831956985148446","ven"
"b.prev_std.Stock.Chilko.","-0.768820546709405","-0.216547815909461","0.0591605261480149","0.330246799705729","0.901618762404453","ven"
"b.prev_std.Stock.E.Stuart.","-0.844873988965924","-0.268996939505134","-0.00471275521646436","0.276166568881511","0.90501343655413","ven"
"b.prev_std.Stock.Fennell.","-1.18172143385995","-0.614926900898628","-0.32656055405583","-0.0439438215718435","0.55917826407153","ven"
"b.prev_std.Stock.Gates.","-0.913802923965008","-0.327685677153853","-0.0597840269148602","0.215466102859635","0.828367511021633","ven"
"b.prev_std.Stock.Harrison.","-0.715712880261617","-0.170486083703994","0.0994936626540156","0.393412298166378","1.03458550492005","ven"
"b.prev_std.Stock.L.Shuswap.","-1.04313753798426","-0.489464301927483","-0.211408619330087","0.0682324754564527","0.647623403545915","ven"
"b.prev_std.Stock.L.Stuart.","-0.954335032063388","-0.412575379431628","-0.146556909293523","0.128370182379164","0.702988162814645","ven"
"b.prev_std.Stock.Nadina.","-0.882597522021788","-0.338274469350779","-0.0614555496793121","0.215186949047188","0.812073473883448","ven"
"b.prev_std.Stock.Pitt.","-0.663340630522441","-0.060085594949136","0.244694273864271","0.532515659041746","1.15218964437281","ven"
"b.prev_std.Stock.Portage.","-1.20365790079657","-0.650686614578573","-0.3681735319387","-0.0868623132510614","0.50826937190874","ven"
"b.prev_std.Stock.Quesnel.","-0.844465701563687","-0.326673389809308","-0.0537619481827471","0.213528254778371","0.818033543186268","ven"
"b.prev_std.Stock.Raft.","-0.754712574558303","-0.198388960782368","0.0925813118431485","0.366152780011787","0.975222862423639","ven"
"b.prev_std.Stock.Scotch.","-1.1641361449203","-0.584130608616787","-0.291424709576549","-0.0101985090424001","0.608275663952896","ven"
"b.prev_std.Stock.Seymour.","-1.06286082654795","-0.477245295021599","-0.207943705160794","0.050858697331538","0.625324524116599","ven"
"b.prev_std.Stock.Stellako.","-1.0821693029696","-0.51732288335433","-0.239821029278343","0.0216773910114084","0.602684724069086","ven"
"b.prev_std.Stock.Weaver.","-1.57465608377872","-0.957948181323532","-0.625376193049335","-0.286289126533231","0.366462577220306","ven"
