"BY","Stock.ID","stock_name","total_adult_spawner","total_effective_female_spawner","juv_type","juvenile_estimate","age.21","age.31","age.32","age.41","age.42","age.43","age.51","age.52","age.53","age.62","age.63","recruits_no_jacks","total_recruits","X","Return","efs","efs_lag1","efs_lag2","efs_lag3","lnRS","ocean_0","ocean_1","ocean_2","early_sst","np_pinks","early_sst_stnd","np_pinks_stnd"
2010,17,"Nadina","26142","13172","",NA,0,38,273,0,143207,0,0,77794,0,0,0,221039,221312,NA,"0.65",13172,4223,10174,1006,2.82024579202277,0.000171703296703297,0.999828296703297,0,-0.0692378106302883,355.8470816,-0.492108622736226,-0.362132403716174
2011,17,"Nadina","10056","1271","",NA,0,0,0,0,9067,0,0,1095,0,0,0,10162,10162,NA,"0.89",1271,13172,4223,10174,2.07885128096422,0,1,0,0.362810721721245,549.4208599,0.158811966766894,1.29430719674273
2012,17,"Nadina","","16766","",NA,0,0,23,0,42701,0,0,3651,0,0,0,46352,46375,NA,"0.92",16766,1271,13172,4223,1.01691141481133,0,1,0,0.510190324425971,381.53067615,0.380852804056999,-0.14235406664814
2013,17,"Nadina","","7129","",NA,0,0,0,0,3524,0,0,5933,0,0,0,9457,9457,NA,"0.37",7129,16766,1271,13172,0.282584235897884,0,1,0,1.48932113747965,615.7924859,1.85600283538497,1.86225906821399
2014,17,"Nadina","","30742","",NA,0,0,374,0,349050,0,0,0,0,0,0,349050,349424,NA,"",30742,7129,16766,1271,2.42958538061367,0,1,0,1.52035005533724,381.53067615,1.90275073519516,-0.14235406664814
1950,18,"Pitt","40061","13312","",NA,0,0,62,0,91231,0,0,55044,0,0,0,146275,146337,NA,"0.62",13312,30742,7129,16766,2.39682252759545,0,1,0,-0.634422090070314,179.7949782,-1.09194310530997,-1.04918020099449
1951,18,"Pitt","37837","17922","",NA,0,0,0,0,41761,0,0,78541,0,0,0,120302,120302,NA,"0.35",17922,13312,30742,7129,1.90397623948432,0,1,0,-0.0905815455059216,294.413004,-0.269656938601906,-0.22778672436168
1952,18,"Pitt","48899","21904","",NA,0,0,0,0,39952,0,0,31890,0,0,336,72178,72178,NA,"0.55",21904,17922,13312,30742,1.19246602177815,0,0.99534484191859,0.00465515808140985,-0.643607627420713,260.8135208,-1.10583162534126,-0.468572552996268
1953,18,"Pitt","18673","9303","",NA,0,0,0,0,12688,0,0,12372,747,0,0,25807,25807,NA,"0.49",9303,21904,17922,13312,1.02030884417058,0,0.971054365094742,0.0289456349052583,-0.944889418016468,362.0339953,-1.56136928461299,0.256809313212578
1954,18,"Pitt","17624","8332","",NA,0,0,42,0,37926,0,0,13126,0,0,0,51052,51094,NA,"0.74",8332,9303,21904,17922,1.81274119772172,0,1,0,0.00693458248915148,187.0299165,-0.122212685166352,-0.997332063827736
1955,18,"Pitt","17950","11221","",NA,0,0,5,0,78394,0,0,85616,976,0,1946,166932,166937,NA,"0.47",11221,8332,9303,21904,2.6997995211827,0,0.982496390854035,0.0175036091459652,0.499197299228633,240.0020938,0.622087875736529,-0.617714629540566
1956,18,"Pitt","32094","11107","",NA,0,0,15,0,28169,0,0,38686,1900,0,1553,70308,70323,NA,"0.4",11107,11221,8332,9303,1.84531005016567,0,0.950897999232115,0.0491020007678853,1.30419690518863,125.0629748,1.83924618951497,-1.44140917407286
1957,18,"Pitt","12335","5130","",NA,0,0,0,0,3474,0,0,24544,1189,0,0,29207,29207,NA,"0.12",5130,11107,11221,8332,1.73930274738926,0,0.959290581025097,0.0407094189749033,0.092904593652849,182.1236784,0.00777385526025253,-1.03249190838115
1958,18,"Pitt","10381","6658","",NA,0,0,12,0,12978,0,0,3157,0,0,388,16523,16535,NA,"0.79",6658,5130,11107,11221,0.908934210516021,0,0.976534623525854,0.0234653764741458,-0.0201902038919049,162.859114,-0.163225325431928,-1.17054861820395
1959,18,"Pitt","15731","6096","",NA,0,0,10,0,21800,0,0,39932,234,0,517,62483,62493,NA,"0.35",6096,6658,5130,11107,2.3272617013593,0,0.987982654057254,0.0120173459427456,0.435824326525408,224.2375817,0.526268026852754,-0.730688721624771
1960,18,"Pitt","24510","12493","",NA,0,0,0,0,5842,0,0,27406,29,0,37,33314,33314,NA,"0.18",12493,6096,6658,5130,0.980809241605224,0,0.998018850933541,0.00198114906645855,-0.0501955093881703,146.2015324,-0.208593306697817,-1.28992276347664
1961,18,"Pitt","11158","6525","",NA,0,0,74,0,26282,0,0,74479,1531,0,669,102961,103035,NA,"0.26",6525,12493,6096,6658,2.75870932254166,0,0.97864803222206,0.0213519677779395,0.698643486600846,205.1036429,0.923650240878315,-0.867809322009527
1962,18,"Pitt","16580","8460","",NA,0,0,46,0,24085,0,0,32679,465,0,0,57229,57275,NA,"0.42",8460,6525,12493,6096,1.91171158929708,0,0.991881274552597,0.00811872544740288,-0.58089074688282,161.1151013,-1.01100378692275,-1.18304683255502
1963,18,"Pitt","12680","5749","",NA,0,0,68,0,88616,0,0,54052,199,0,0,142867,142935,NA,"0.62",5749,8460,6525,12493,3.21288820090528,0,0.99860775877147,0.00139224122853045,-0.952703611949062,175.2447665,-1.57318433525416,-1.08178863393156
1964,18,"Pitt","13756","6313","",NA,0,0,68,0,48016,0,0,142584,1250,0,176,192026,192094,NA,"0.25",6313,5749,8460,6525,3.41501978014095,0,0.992576551063542,0.00742344893645819,-0.150761853426579,172.0482063,-0.360649482659145,-1.10469631950385
1965,18,"Pitt","6966","3368","",NA,0,0,0,0,14943,0,0,24041,0,0,0,38984,38984,NA,"0.38",3368,6313,5749,8460,2.44883220916112,0,1,0,-0.126586735946503,220.7792867,-0.324096737776301,-0.755472091722495
1966,18,"Pitt","20842","10723","",NA,0,0,65,0,24568,0,0,51336,1732,0,0,77636,77701,NA,"0.32",10723,3368,6313,5749,1.97964026990047,0,0.97770942458913,0.0222905754108699,-0.327020876467107,132.2029342,-0.627152886740197,-1.39024168943291
1967,18,"Pitt","10282","5236","",NA,0,0,29,0,24122,0,0,42747,882,0,0,67751,67780,NA,"0.36",5236,10723,3368,6313,2.56028137175083,0,0.986987311891413,0.0130126881085866,-0.475673094073327,202.78803,-0.851914838400089,-0.884403826383435
1968,18,"Pitt","16988","8189","",NA,0,0,45,0,38212,0,0,67282,0,0,49,105543,105588,NA,"0.36",8189,5236,10723,3368,2.5563266625271,0,0.999535932113498,0.000464067886502254,-0.521682616087074,126.2276425,-0.921481173361486,-1.43306275173181
1969,18,"Pitt","25073","11710","",NA,0,0,0,0,9262,0,0,51821,0,0,0,61083,61083,NA,"0.15",11710,8189,5236,10723,1.65179041744821,0,1,0,-1.13222899677045,158.6269034,-1.84462647392333,-1.20087814232821
1970,18,"Pitt","6642","3098","",NA,0,0,81,0,21806,0,0,32749,645,0,117,55317,55398,NA,"0.39",3098,11710,8189,5236,2.88232353339646,0,0.986244990793891,0.0137550092061085,-0.483768041055749,133.9360774,-0.864154387272291,-1.37782136977888
1971,18,"Pitt","15452","6663","",NA,0,0,462,0,91337,0,0,123848,1827,0,4236,221248,221710,NA,"0.41",6663,3098,11710,8189,3.50271441071876,0,0.972653466239683,0.0273465337603175,-0.277375881428847,228.2673373,-0.552089721490263,-0.701810061927384
1972,18,"Pitt","13412","6569","",NA,0,0,31,0,78300,0,0,44584,0,0,264,123148,123179,NA,"0.64",6569,6663,3098,11710,2.93102527016705,0,0.997856777535132,0.0021432224648682,-0.467360141623059,199.0080226,-0.83934566555581,-0.911492701787741
1973,18,"Pitt","11895","4744","",NA,0,0,11,0,11903,0,0,17262,0,0,0,29165,29176,NA,"0.41",4744,6569,6663,3098,1.81608869851018,0,1,0,-0.620765507919166,279.1204321,-1.07129437159631,-0.337378725374824
1974,18,"Pitt","20581","8854","",NA,0,0,178,0,53388,0,0,78361,3311,0,707,135767,135945,NA,"0.39",8854,4744,6569,6663,2.73007084686603,0,0.970443929530325,0.0295560704696752,-0.72232060151541,234.0968415,-1.22484553554975,-0.660033764626305
1975,18,"Pitt","39920","21369","",NA,0,0,81,0,64180,0,0,20578,391,0,0,85149,85230,NA,"0.75",21369,8854,4744,6569,1.3824613893942,0,0.995412413469436,0.00458758653056435,-0.224462813846408,319.9023766,-0.472085234980381,-0.0451208283913871
1976,18,"Pitt","36525","19467","",NA,0,0,41,0,13812,0,0,91485,0,0,250,105547,105588,NA,"0.13",19467,21369,8854,4744,1.6904356270347,0,0.997632306701519,0.00236769329848089,0.427162622192873,244.4852059,0.513171541634897,-0.585587056165859
1977,18,"Pitt","13852","7791","",NA,0,0,57,0,15331,0,0,18676,522,0,0,34529,34586,NA,"0.44",7791,19467,21369,8854,1.48883032930947,0,0.984907187879489,0.0150928121205112,0.0137897193882048,297.883815,-0.111847727460787,-0.202913660163208
1978,18,"Pitt","24786","14109","",NA,0,0,0,0,10736,0,0,24013,105,0,124,34978,34978,NA,"0.31",14109,7791,19467,21369,0.907906400795979,0,0.993453027617359,0.00654697238264052,0.165851313592218,223.2043036,0.118069196996709,-0.738093559432469
1979,18,"Pitt","37542","20307","",NA,0,0,22,0,3770,0,0,34444,0,0,583,38797,38819,NA,"0.1",20307,14109,7791,19467,0.647377269857705,0,0.984981581184472,0.0150184188155285,-0.048689033977756,431.0079915,-0.206315517917906,0.751101464386378
1980,18,"Pitt","17101","9169","",NA,0,0,8,0,10736,0,0,6169,0,0,0,16905,16913,NA,"0.64",9169,20307,14109,7791,0.611781207092085,0,1,0,-0.548073692679124,308.7731516,-0.961384445419948,-0.124876807009707
1981,18,"Pitt","25327","13224","",NA,0,0,0,0,2416,0,0,31641,215,382,5616,40270,40270,NA,"0.06",13224,9169,20307,14109,1.11357341434464,0,0.855202383908617,0.144797616091383,0.780466124391645,326.2901376,1.04736595838303,0.000656135389552768
1982,18,"Pitt","8708","5086","",NA,0,0,37,0,4318,0,0,13910,0,0,0,18228,18265,NA,"0.24",5086,13224,9169,20307,1.27646720640171,0,1,0,-0.436006367904523,261.7616152,-0.79193880216445,-0.461778171833649
1983,18,"Pitt","16852","10074","",NA,0,0,22,0,11730,0,0,50301,0,0,0,62031,62053,NA,"0.19",10074,5086,13224,9169,1.81767641276328,0,1,0,-0.158169568282935,270.3310462,-0.371849937487643,-0.400366586066701
1984,18,"Pitt","15797","8755","",NA,0,0,107,0,18612,0,0,56977,0,0,298,75887,75994,NA,"0.25",8755,10074,5086,13224,2.15962042599665,0,0.996078637787194,0.00392136221280627,-0.0212774132679323,212.1579015,-0.164869184535774,-0.817255999736889
1985,18,"Pitt","3560","2088","",NA,0,0,26,0,6180,0,0,17002,0,0,0,23182,23208,NA,"0.27",2088,8755,10074,5086,2.40716944544616,0,1,0,0.173810217363771,364.3859048,0.130103048718358,0.273663931911923
1986,18,"Pitt","29177","12283","",NA,0,0,0,0,6413,3,0,33585,0,0,0,39998,40001,NA,"0.16",12283,2088,8755,10074,1.18061326030694,0,0.999925001874953,7.49981250468738e-05,0.0190567225028372,303.0355966,-0.103884025886018,-0.165994163690107
1987,18,"Pitt","13637","5503","",NA,0,0,3,0,7374,0,0,14591,0,387,130,22482,22485,NA,"0.33",5503,12283,2088,8755,1.40742159096198,0,0.994218367800756,0.00578163219924394,0.551588215229287,486.0193237,0.701302869762046,1.14533220684225
1988,18,"Pitt","37747","17876","",NA,0,0,0,0,2587,0,0,58490,223,1189,0,62489,62489,NA,"0.04",17876,5503,12283,2088,1.25153151018133,0,0.996431371921458,0.00356862807854182,0.480280844350799,277.2341688,0.593486221585018,-0.350896358042266
1989,18,"Pitt","16037","5583","",NA,0,0,7,0,4944,0,0,11658,0,82,0,16684,16691,NA,"0.3",5583,17876,5503,12283,1.09472391000648,0,1,0,-0.147952855331283,398.5924679,-0.356402281344058,0.518800310699286
1990,18,"Pitt","12202","5701","",NA,0,0,18,0,1561,0,0,7538,0,0,0,9099,9117,NA,"0.17",5701,5583,17876,5503,0.467522919325109,0,1,0,1.20884967631982,453.748659,1.69508130862039,0.914069163475606
1991,18,"Pitt","22500","10867","",NA,0,0,1,0,1710,0,0,32177,0,0,0,33887,33888,NA,"0.05",10867,5701,5583,17876,1.13730078593216,0,1,0,0.99077678508446,434.867605,1.36535539246881,0.778760825373417
1992,18,"Pitt","9129","4335","",NA,0,0,0,0,29707,0,0,70846,0,0,0,100553,100553,NA,"0.3",4335,10867,5701,5583,3.14396334144361,0,1,0,0.639499638063847,424.2513281,0.834224822005204,0.702680815000497
1993,18,"Pitt","22835","9040","",NA,0,174,11,0,16103,0,0,86635,0,0,344,103256,103267,NA,"0.16",9040,4335,10867,5701,2.4355521671288,0.00168495259860362,0.994983876746686,0.0033311706547106,1.07118202828645,401.9695761,1.48692801127522,0.543001867356731
1994,18,"Pitt","9500","4365","",NA,0,0,81,0,4617,0,0,30016,0,0,375,35008,35089,NA,"0.13",4365,9040,4335,10867,2.08195841750795,0,0.989312890079512,0.0106871099204879,0.129742389512258,443.5715796,0.0634725527000878,0.841136598357789
1995,18,"Pitt","5500","2352","",NA,0,0,0,0,8821,0,0,44150,0,0,0,52971,52971,NA,"0.17",2352,4365,9040,4335,3.11447856395239,0,1,0,1.07828784770654,501.0739726,1.49767200061302,1.25321916714494
1996,18,"Pitt","50077","19451","",NA,0,0,18,0,21331,0,0,129612,0,1003,0,151946,151964,NA,"0.14",19451,2352,4365,9040,2.05562671194292,0,1,0,1.11279740434061,381.8192568,1.54985040349792,0.398597523366641
1997,18,"Pitt","35798","14996","",NA,0,0,11,0,12324,0,0,83927,0,0,0,96251,96262,NA,"0.13",14996,19451,2352,4365,1.85917586385065,0,1,0,-0.613229709710114,401.8196412,-1.05990025491203,0.541927380617668
1998,18,"Pitt","76888","47612","",NA,0,0,19,1003,33437,0,0,98506,356,0,0,133302,133321,NA,"0.25",47612,14996,19451,2352,1.02953240051741,0.00752319589562035,0.989806557106532,0.0026702469978473,0.441899128262968,382.8857158,0.535453118851164,0.406240147287113
1999,18,"Pitt","35961","19390","",NA,0,0,0,0,24538,0,0,118076,0,211,0,142825,142825,NA,"0.17",19390,47612,14996,19451,1.99686263535597,0,1,0,-0.320505543112472,466.3283391,-0.617301711533503,1.00421961843369
2000,18,"Pitt","42638","18584","",NA,0,0,15,0,41913,0,0,69360,0,0,0,111273,111288,NA,"0.38",18584,19390,47612,14996,1.78968564578318,0,1,0,-0.303752993532308,361.2705607,-0.591971879260895,0.251338269754108
2001,18,"Pitt","131481","72407","",NA,0,0,0,0,7379,0,0,47231,210,0,0,54820,54820,NA,"0.13",72407,18584,19390,47612,-0.278247888926203,0,0.996169281284203,0.00383071871579715,0.795384812233045,594.4661709,1.06992299419073,1.92250082608639
2002,18,"Pitt","90280","39416","",NA,0,0,15,0,24980,0,0,44165,0,0,0,69145,69160,NA,"0.36",39416,72407,18584,19390,0.56203392367496,0,1,0,1.29831849607427,344.0283572,1.83035804289681,0.12777451633204
2003,18,"Pitt","78229","39927","",NA,0,0,0,0,373,0,0,13413,0,91,91,13968,13968,NA,"0.03",39927,39416,72407,18584,-1.05028378767528,0,0.99348510882016,0.00651489117983963,1.11019075785835,548.7740497,1.54590915754765,1.59505485914324
2004,18,"Pitt","60942","33796","",NA,0,0,9,130,9201,0,0,30713,0,0,0,40044,40053,NA,"0.23",33796,39927,39416,72407,0.169636397266639,0.00324569944823109,0.996754300551769,0,0.193125472158716,328.1716624,0.159307687804336,0.0141398102832349
2005,18,"Pitt","62047","33243","",NA,0,65,0,0,1726,0,0,6610,0,148,0,8550,8550,NA,"0.2",33243,33796,39927,39416,-1.35791293567363,0.00760233918128655,0.992280701754386,0,-0.0276853515906047,657.1627969,-0.174557978599615,2.37180711315461
2006,18,"Pitt","38816","21346","",NA,0,0,8,254,12711,0,0,54327,0,0,0,67292,67300,NA,"0.19",21346,33243,33796,39927,1.14817699036514,0.0037741456166419,0.996225854383358,0,-1.21947954163893,407.2142707,-1.97654917957699,0.58058721138358
2007,18,"Pitt","41829","19926","",NA,0,0,0,0,11429,0,0,69777,0,229,229,81665,81665,NA,"0.14",19926,21346,33243,33796,1.41060010188244,0,0.997183615992163,0.00280413885997673,-0.604728757083369,653.762543,-1.04704682605558,2.34743968619134
2008,18,"Pitt","16921","6186","",NA,0,0,9,0,14412,0,0,65539,0,244,0,80195,80204,NA,"0.18",6186,19926,21346,33243,2.56217249452646,0,1,0,0.050800024765162,435.5747755,-0.0558881958640957,0.783828660310486
2009,18,"Pitt","31034","18119","",NA,0,0,0,1604,9166,0,0,48293,244,0,0,59307,59307,NA,"0.15",18119,6186,19926,21346,1.18576623142794,0.0270457112988349,0.968840103191866,0.00411418550929907,0.0119808963033231,577.8224288,-0.11458266551494,1.80322585958545
2010,18,"Pitt","16818","8020","",NA,0,458,38,488,18781,0,0,28122,265,0,0,48114,48152,NA,"0.39",8020,18119,6186,19926,1.79163477317452,0.0196461206180429,0.974850473500582,0.00550340588137564,-0.0652924257970441,355.8470816,-0.231419823858115,0.212471692509376
2011,18,"Pitt","55997","29798","",NA,0,0,13,0,26531,0,0,73771,231,549,961,102043,102056,NA,"0.26",29798,8020,18119,6186,1.23095301591149,0,0.988320137963471,0.011679862036529,0.364532095147835,549.4208599,0.418474269580602,1.59969013073505
2012,18,"Pitt","","41415","",NA,0,0,0,0,8991,0,0,46966,0,814,0,56771,56771,NA,"0.16",41415,29798,8020,18119,0.315382497914733,0,1,0,0.510190324425971,381.53067615,0.638709314944017,0.396529451946478
2013,18,"Pitt","","30166","",NA,0,0,0,0,824,0,0,29669,0,0,0,30493,30493,NA,"0.03",30166,41415,29798,8020,0.0107816867295475,0,1,0,1.48932113747965,615.7924859,2.11915377797417,2.07533277288839
2014,18,"Pitt","","14427","",NA,0,0,0,0,2080,0,0,0,0,0,0,2080,2080,NA,"",14427,30166,41415,29798,-1.93673355725041,0,1,0,1.52035005533724,381.53067615,2.16606945974382,0.396529451946478
1950,19,"Harrison","33044","18216","",NA,0,48269,0,29830,0,0,0,0,0,0,0,78099,78099,NA,"0.38",18216,14427,30166,41415,1.45567692390492,1,0,0,-0.758340725574899,179.7949782,-1.25176249706726,-1.04918020099449
1951,19,"Harrison","17145","13181","",NA,903,103041,0,18078,0,0,0,0,0,0,0,121119,122022,NA,"0.15",13181,18216,14427,30166,2.21799713464996,1,0,0,-0.634422090070314,294.413004,-1.06151872433086,-0.22778672436168
1952,19,"Harrison","25794","17215","",NA,0,18421,0,4633,0,0,0,0,0,0,0,23054,23054,NA,"0.2",17215,13181,18216,14427,0.292058193388334,1,0,0,-0.0905815455059216,260.8135208,-0.226597676792992,-0.468572552996268
1953,19,"Harrison","21030","7641","",NA,0,2232,0,7552,0,0,0,0,0,0,0,9784,9784,NA,"0.77",7641,17215,13181,18216,0.247219913719442,1,0,0,-0.642065857835898,362.0339953,-1.07325367615408,0.256809313212578
1954,19,"Harrison","28800","16869","",NA,0,6146,0,8651,0,0,0,0,0,0,0,14797,14797,NA,"0.58",16869,7641,17215,13181,-0.131053160457777,1,0,0,-0.973261825373918,187.0299165,-1.58171610493208,-0.997332063827736
1955,19,"Harrison","5595","3405","",NA,87,60115,0,80836,0,0,0,0,0,0,0,140951,141038,NA,"0.57",3405,16869,7641,17215,3.72316737264792,1,0,0,0.00693458248915148,240.0020938,-0.076887861018411,-0.617714629540566
1956,19,"Harrison","2586","1266","",NA,0,87258,0,9600,0,0,0,114,0,0,0,96972,96972,NA,"0.1",1266,3405,16869,7641,4.33855995331733,0.998824402920431,0.00117559707956936,0,0.484784130857558,125.0629748,0.656721741054955,-1.44140917407286
1957,19,"Harrison","3793","1820","",NA,43,25371,0,34739,401,0,0,0,0,0,0,60511,60554,NA,"0.57",1820,1266,3405,16869,3.50398866560299,0.993377811540113,0.00662218845988704,0,1.35807395804482,182.1236784,1.99742365194939,-1.03249190838115
1958,19,"Harrison","14701","6404","",NA,107,55305,0,4480,0,0,0,0,0,0,0,59785,59892,NA,"0.07",6404,1820,1266,3405,2.23383199823708,1,0,0,0.0981750566451328,162.859114,0.0631873743084833,-1.17054861820395
1959,19,"Harrison","27868","17692","",NA,14,10452,0,31079,0,0,0,0,0,0,0,41531,41545,NA,"0.75",17692,6404,1820,1266,0.853327576325739,1,0,0,-0.0312903871022449,224.2375817,-0.135572032274739,-0.730688721624771
1960,19,"Harrison","17210","7076","",NA,0,26094,0,3357,0,0,0,0,0,0,0,29451,29451,NA,"0.11",7076,17692,6404,1820,1.42601908908096,1,0,0,0.441754791719849,146.2015324,0.590661751106073,-1.28992276347664
1961,19,"Harrison","42773","21725","",NA,41,1634,0,11550,0,0,0,0,0,0,0,13184,13225,NA,"0.88",21725,7076,17692,6404,-0.49945969798434,1,0,0,-0.0517373006852008,205.1036429,-0.16696277479702,-0.867809322009527
1962,19,"Harrison","8162","4197","",NA,0,31134,0,19678,0,0,0,0,0,0,0,50812,50812,NA,"0.39",4197,21725,7076,17692,2.49376256280976,1,0,0,0.726493536728045,161.1151013,1.02780159592452,-1.18304683255502
1963,19,"Harrison","22258","9803","",NA,0,50277,0,37548,0,0,0,0,0,0,0,87825,87825,NA,"0.43",9803,4197,21725,7076,2.1926577368723,1,0,0,-0.577838242751929,175.2447665,-0.974649428635685,-1.08178863393156
1964,19,"Harrison","2202","1101","",NA,47,43883,0,7247,0,0,0,27,0,0,0,51157,51204,NA,"0.14",1101,9803,4197,21725,3.83868047768858,0.999472697445512,0.000527302554487931,0,-0.953398052834379,172.0482063,-1.55122061881482,-1.10469631950385
1965,19,"Harrison","15034","7779","",NA,65,8237,0,12043,87,0,0,0,0,0,0,20367,20432,NA,"0.59",7779,1101,9803,4197,0.962488148762983,0.995741973375098,0.00425802662490211,0,-0.150838950206847,220.7792867,-0.319106732908158,-0.755472091722495
1966,19,"Harrison","32646","9295","",NA,19,42848,0,12577,0,0,0,0,0,0,0,55425,55444,NA,"0.23",9295,7779,1101,9803,1.78555413432897,1,0,0,-0.126586735946503,132.2029342,-0.281873973530907,-1.39024168943291
1967,19,"Harrison","20548","12672","",NA,145,21814,0,28976,0,0,0,0,0,0,0,50790,50935,NA,"0.57",12672,9295,7779,1101,1.38830464974108,1,0,0,-0.323645532829145,202.78803,-0.584404814168381,-0.884403826383435
1968,19,"Harrison","5379","2854","",NA,126,13492,0,4193,27,0,0,0,0,0,0,17712,17838,NA,"0.24",2854,12672,9295,7779,1.82552085691164,0.998486377396569,0.00151362260343088,0,-0.475140354795806,126.2276425,-0.816984412576736,-1.43306275173181
1969,19,"Harrison","14959","7559","",NA,0,2150,0,5152,0,0,0,0,0,0,0,7302,7302,NA,"0.71",7559,2854,12672,9295,-0.0345906230765945,1,0,0,-0.521399149570872,158.6269034,-0.888002364028614,-1.20087814232821
1970,19,"Harrison","12666","6471","",NA,98,18810,0,20855,0,0,0,0,0,0,0,39665,39763,NA,"0.53",6471,7559,2854,12672,1.81313853067884,1,0,0,-1.13222899677045,133.9360774,-1.82576748836256,-1.37782136977888
1971,19,"Harrison","3790","1970","",NA,0,61283,0,23176,0,0,0,0,0,0,0,84459,84459,NA,"0.27",1970,6471,7559,2854,3.75823266676158,1,0,0,-0.486720928821962,228.2673373,-0.834763272747509,-0.701810061927384
1972,19,"Harrison","1346","794","",NA,0,1153,0,810,0,0,0,0,0,0,0,1963,1963,NA,"0.41",794,1970,6471,7559,0.905145733029325,1,0,0,-0.272043663109771,199.0080226,-0.505184006614355,-0.911492701787741
1973,19,"Harrison","3060","1571","",NA,0,32256,0,5425,0,0,0,0,0,0,0,37681,37681,NA,"0.14",1571,794,1970,6471,3.17744362936065,1,0,0,-0.467030653629713,279.1204321,-0.804534145195077,-0.337378725374824
1974,19,"Harrison","16920","8709","",NA,0,6133,0,34205,0,0,0,0,0,0,0,40338,40338,NA,"0.85",8709,1571,794,1970,1.53293697900435,1,0,0,-0.620765507919166,234.0968415,-1.04055271142618,-0.660033764626305
