"BY","Stock.ID","stock_name","total_adult_spawner","total_effective_female_spawner","juv_type","juvenile_estimate","age.21","age.31","age.32","age.41","age.42","age.43","age.51","age.52","age.53","age.62","age.63","recruits_no_jacks","total_recruits","X","Return","efs","efs_lag1","efs_lag2","efs_lag3","lnRS","ocean_0","ocean_1","ocean_2","early_sst","np_pinks","early_sst_stnd","np_pinks_stnd"
1999,4,"Bowron","8238","3295","",NA,0,0,0,0,19734,0,0,0,0,0,0,19734,19734,NA,"1",3295,2830,2119,4054,1.7899368684805,0,1,0,-0.320505543112472,466.3283391,-0.616244624781783,1.00421961843369
2000,4,"Bowron","13440","6720","",NA,0,0,0,0,23887,0,0,1396,0,0,0,25283,25283,NA,"0.94",6720,3295,2830,2119,1.32504407858884,0,1,0,-0.303752993532308,361.2705607,-0.591166583851452,0.251338269754108
2001,4,"Bowron","5842","2752","",NA,0,0,0,0,4433,0,0,2392,0,0,0,6825,6825,NA,"0.65",2752,6720,3295,2830,0.908264420999926,0,1,0,0.793450806124152,594.4661709,1.05131306768046,1.92250082608639
2002,4,"Bowron","8770","4505","",NA,0,0,0,0,7279,0,0,395,0,0,0,7674,7674,NA,"0.95",4505,2752,6720,3295,0.532650100764459,0,1,0,1.29831849607427,344.0283572,1.80708415388945,0.12777451633204
2003,4,"Bowron","6752","3038","",NA,0,0,0,30,3702,0,0,90,0,0,0,3822,3822,NA,"0.97",3038,4505,2752,6720,0.2295744416445,0.00784929356357928,0.992150706436421,0,1.11765353999919,548.7740497,1.5366343849485,1.59505485914324
2004,4,"Bowron","836","418","",NA,0,30,0,0,3008,0,0,3082,0,0,0,6120,6120,NA,"0.49",418,3038,4505,2752,2.68383594298162,0.00490196078431373,0.995098039215686,0,0.194659343423576,328.1716624,0.154941041531204,0.0141398102832349
2005,4,"Bowron","1649","825","",NA,0,0,0,0,1876,0,0,383,0,0,0,2259,2259,NA,"0.83",825,418,3038,4505,1.00729413013332,0,1,0,-0.0293573233227009,657.1627969,-0.180404877658988,2.37180711315461
2006,4,"Bowron","1501","614","",NA,0,0,0,128,14800,0,0,2635,0,0,0,17562,17562,NA,"0.84",614,825,418,3038,3.3534978277728,0.00728846372850473,0.992768477394374,0,-1.21535092379224,407.2142707,-1.95580007427444,0.58058721138358
2007,4,"Bowron","2069","1023","",NA,0,0,0,0,8345,0,0,20,0,0,0,8364,8364,NA,"1",1023,614,825,418,2.1011972945969,0,1.00011956001913,0,-0.606652091067633,653.762543,-1.04459702614934,2.34743968619134
2008,4,"Bowron","1005","275","",NA,0,0,0,0,234,0,0,548,0,0,0,783,783,NA,"0.3",275,1023,614,825,1.04636159832423,0,0.998722860791826,0,0.0507351460617582,435.5747755,-0.0605089647519186,0.783828660310486
2009,4,"Bowron","2170","1009","",NA,0,0,0,0,4971,0,0,1141,0,0,0,6112,6112,NA,"0.81",1009,275,1023,614,1.80129431049275,0,1,0,0.0112421931371777,577.8224288,-0.119628675764441,1.80322585958545
2010,4,"Bowron","8983","4359","",NA,0,37,23,0,21678,0,0,3038,0,0,0,24753,24776,NA,"0.88",4359,1009,275,1023,1.73670402053406,0.00149338069099128,0.998506619309009,0,-0.0691314237616406,355.8470816,-0.239945457676484,0.212471692509376
2011,4,"Bowron","4101","2037","",NA,0,0,0,0,5187,0,0,93,0,0,0,5280,5280,NA,"0.98",2037,4359,1009,275,0.952447960473501,0,1,0,0.362810721721245,549.4208599,0.406658377287278,1.59969013073505
2012,4,"Bowron","","30","",NA,0,0,32,0,186,0,0,0,0,0,0,186,218,NA,"1",30,2037,4359,1009,1.82454929205105,0,1,0,0.510190324425971,381.53067615,0.627281016918278,0.396529451946478
2013,4,"Bowron","","1924","",NA,0,0,0,0,367,0,0,143,0,0,0,510,510,NA,"0.72",1924,30,2037,4359,-1.32775090550728,0,1,0,1.48932113747965,615.7924859,2.09300911331396,2.07533277288839
2014,4,"Bowron","","6252","",NA,0,0,0,0,16573,0,0,0,0,0,0,16573,16573,NA,"",6252,1924,30,2037,0.974873452582177,0,1,0,1.52035005533724,381.53067615,2.1394584294812,0.396529451946478
1950,5,"Raft","6404","1917","",NA,0,0,17,0,39549,0,0,5990,0,0,0,45539,45556,NA,"0.87",1917,6252,1924,30,3.16780763761338,0,1,0,-0.634422090070314,179.7949782,-1.0967498554921,-1.04918020099449
1951,5,"Raft","8544","3365","",NA,0,0,8,0,34636,0,0,13009,0,0,0,47645,47653,NA,"0.73",3365,1917,6252,1924,2.65034972970346,0,1,0,-0.0905815455059216,294.413004,-0.277437530549922,-0.22778672436168
1952,5,"Raft","15617","5116","",NA,0,0,5,0,46167,0,0,5010,0,0,0,51177,51182,NA,"0.9",5116,3365,1917,6252,2.3029173286499,0,1,0,-0.642065857835898,260.8135208,-1.10826542416739,-0.468572552996268
1953,5,"Raft","7904","3600","",NA,0,0,0,0,30285,0,0,1839,0,0,0,32124,32124,NA,"0.94",3600,5116,3365,1917,2.18866956886415,0,1,0,-0.973261825373918,362.0339953,-1.60722222480902,0.256809313212578
1954,5,"Raft","9988","5352","",NA,0,0,231,0,38964,0,0,11293,0,0,0,50257,50488,NA,"0.78",5352,3600,5116,3365,2.23967951789402,0,1,0,0.00693458248915148,187.0299165,-0.13052651711859,-0.997332063827736
1955,5,"Raft","5079","2905","",NA,0,0,7,0,52497,0,0,7860,158,0,0,60515,60522,NA,"0.87",2905,5352,3600,5116,3.03645787788669,0,0.997389379068768,0.00261062093123162,0.486050864389259,240.0020938,0.591276737097501,-0.617714629540566
1956,5,"Raft","9037","5180","",NA,0,0,0,0,17335,0,0,8029,1776,0,0,27140,27140,NA,"0.64",5180,2905,5352,3600,1.65620359813533,0,0.934561532792926,0.0654384672070744,1.28347740060499,125.0629748,1.79262407298034,-1.44140917407286
1957,5,"Raft","6860","3314","",NA,0,0,72,0,18932,0,0,2011,0,0,0,20943,21015,NA,"0.9",3314,5180,2905,5352,1.843648542652,0,1,0,0.0981750566451328,182.1236784,0.00693003288806867,-1.03249190838115
1958,5,"Raft","10214","6235","",NA,0,0,23,0,22591,0,0,512,17,0,0,23120,23143,NA,"0.98",6235,3314,5180,2905,1.31051946467218,0,0.999265436633107,0.000734563366892797,-0.0309429054429969,162.859114,-0.187590104986087,-1.17054861820395
1959,5,"Raft","10210","5232","",NA,0,0,0,0,20417,0,0,3167,30,0,0,23614,23614,NA,"0.86",5232,6235,3314,5180,1.50704614233002,0,0.998729567205895,0.00127043279410519,0.441127843182026,224.2375817,0.523598839013963,-0.730688721624771
1960,5,"Raft","5513","2690","",NA,0,0,64,0,14715,0,0,2049,120,0,0,16884,16948,NA,"0.87",2690,5232,6235,3314,1.8368252343065,0,0.99291951852726,0.00708048147274015,-0.0462270516593813,146.2015324,-0.210616136230838,-1.28992276347664
1961,5,"Raft","7293","3014","",NA,0,0,32,0,22139,0,0,2154,0,0,0,24293,24325,NA,"0.91",3014,2690,5232,6235,2.08692014279964,0,1,0,0.726493536728045,205.1036429,0.953510937651624,-0.867809322009527
1962,5,"Raft","7613","4197","",NA,0,0,0,0,37568,0,0,2981,0,0,0,40549,40549,NA,"0.93",4197,3014,2690,5232,2.26814113499343,0,1,0,-0.577838242751929,161.1151013,-1.01150456812992,-1.18304683255502
1963,5,"Raft","8683","2693","",NA,0,0,18,0,9090,0,0,265,444,0,0,9799,9817,NA,"0.93",2693,4197,3014,2690,1.29162452582422,0,0.954772333706835,0.0452276662931649,-0.917509080471087,175.2447665,-1.52322901851942,-1.08178863393156
1964,5,"Raft","5177","2666","",NA,0,0,81,0,40283,0,0,8228,132,0,0,48643,48724,NA,"0.83",2666,2693,4197,3014,2.90392869163099,0,0.997290862819145,0.00270913718085543,-0.150876674837993,172.0482063,-0.368273977169249,-1.10469631950385
1965,5,"Raft","6624","2669","",NA,0,0,73,0,18867,0,0,1686,0,0,0,20553,20626,NA,"0.92",2669,2666,2693,4197,2.04130304526648,0,1,0,-0.126586735946503,220.7792867,-0.331680445287894,-0.755472091722495
1966,5,"Raft","6244","2666","",NA,0,0,320,0,20483,0,0,2736,0,0,0,23219,23539,NA,"0.88",2666,2669,2666,2693,2.16439168726371,0,1,0,-0.323645532829145,132.2029342,-0.628555517655931,-1.39024168943291
1967,5,"Raft","1279","358","",NA,0,0,37,0,8226,0,0,1395,0,0,0,9621,9658,NA,"0.86",358,2666,2669,2666,3.29117050196056,0,1,0,-0.4750702302964,202.78803,-0.856681430987634,-0.884403826383435
1968,5,"Raft","8089","3455","",NA,0,0,98,0,100888,0,0,5411,0,0,0,106299,106397,NA,"0.95",3455,358,2666,2669,3.4264334207463,0,1,0,-0.521399149570872,126.2276425,-0.926477357279282,-1.43306275173181
1969,5,"Raft","5537","2577","",NA,0,0,381,0,10279,0,0,3710,0,0,0,13989,14370,NA,"0.73",2577,3455,358,2666,1.69164537482407,0,1,0,-1.13222899677045,158.6269034,-1.84671110457009,-1.20087814232821
1970,5,"Raft","4462","1205","",NA,0,0,37,0,8300,0,0,523,0,0,0,8823,8860,NA,"0.94",1205,2577,3455,358,1.99088238129735,0,1,0,-0.486720928821962,133.9360774,-0.874233562750492,-1.37782136977888
1971,5,"Raft","801","223","",NA,0,0,33,0,9570,0,0,2116,642,0,0,12328,12361,NA,"0.78",223,1205,2577,3455,4.01245660553983,0,0.948062454493973,0.051937545506027,-0.282170808802984,228.2673373,-0.566072584178752,-0.701810061927384
1972,5,"Raft","11048","4507","",NA,0,0,87,0,56973,0,0,761,0,0,0,57734,57821,NA,"0.99",4507,223,1205,2577,2.55021451102915,0,1,0,-0.467030653629713,199.0080226,-0.84456956416165,-0.911492701787741
1973,5,"Raft","2714","1345","",NA,0,0,22,0,1616,0,0,7723,0,0,0,9339,9361,NA,"0.17",1345,4507,223,1205,1.93780516707378,0,1,0,-0.620765507919166,279.1204321,-1.0761757990249,-0.337378725374824
1974,5,"Raft","2383","1479","",NA,0,0,206,0,11541,0,0,476,0,0,0,12017,12223,NA,"0.96",1479,1345,4507,223,2.0949561302005,0,1,0,-0.737391872763362,234.0968415,-1.2518769656354,-0.660033764626305
1975,5,"Raft","2609","1391","",NA,0,0,7,0,5632,0,0,797,280,0,0,6709,6716,NA,"0.84",1391,1479,1345,4507,1.57342699563945,0,0.95830851697439,0.0416914830256105,-0.200136764959674,319.9023766,-0.442485801513429,-0.0451208283913871
1976,5,"Raft","8665","3976","",NA,0,0,56,0,18539,0,0,1331,0,0,0,19870,19926,NA,"0.93",3976,1391,1479,1345,1.6089347677694,0,1,0,0.428149265204432,244.4852059,0.504046216460264,-0.585587056165859
1977,5,"Raft","617","198","",NA,0,0,0,0,2728,0,0,3189,0,0,1023,6940,6940,NA,"0.39",198,3976,1391,1479,3.55679002280631,0,0.852593659942363,0.147406340057637,0.0344010397394867,297.883815,-0.0891474636945351,-0.202913660163208
1978,5,"Raft","2493","1343","",NA,0,0,253,0,11888,0,0,6562,45,0,0,18495,18748,NA,"0.64",1343,198,3976,1391,2.62259450774332,0,0.99759974397269,0.00240025602730958,0.166715031862111,223.2043036,0.110187590655265,-0.738093559432469
1979,5,"Raft","1758","693","",NA,0,0,0,0,1183,0,0,1856,0,0,0,3039,3039,NA,"0.39",693,1343,198,3976,1.47825379372689,0,1,0,-0.0410747109308134,431.0079915,-0.202853978180268,0.751101464386378
1980,5,"Raft","5418","2056","",NA,0,0,112,0,47827,0,0,3784,0,0,0,51611,51723,NA,"0.93",2056,693,1343,198,3.22297248046991,0,1,0,-0.548073692679124,308.7731516,-0.966663367956911,-0.124876807009707
1981,5,"Raft","815","312","",NA,0,0,29,0,7366,0,0,1244,0,0,0,8610,8639,NA,"0.86",312,2056,693,1343,3.31767640961229,0,1,0,0.986431776779315,326.2901376,1.34511580405299,0.000656135389552768
1982,5,"Raft","2992","1533","",NA,0,0,0,0,2509,0,0,1233,28,0,0,3770,3770,NA,"0.67",1533,312,2056,693,0.899848401570242,0,0.992572944297082,0.00742705570291777,-0.433942858517413,261.7616152,-0.794721794237871,-0.461778171833649
1983,5,"Raft","2780","1821","",NA,0,0,38,0,2855,0,0,1196,1512,0,0,5563,5601,NA,"0.51",1821,1533,312,2056,1.11675173034769,0,0.730048205677558,0.269951794322442,-0.121422614041845,270.3310462,-0.32390053853714,-0.400366586066701
1984,5,"Raft","19086","6701","",NA,0,0,325,0,32692,0,0,14038,0,0,8,46738,47063,NA,"0.7",6701,1821,1533,312,1.94230076930258,0,0.999830015086161,0.000169984913838897,-0.0220121417131552,212.1579015,-0.174135637738033,-0.817255999736889
1985,5,"Raft","3637","1922","",NA,0,0,7,0,2830,0,0,1591,105,0,0,4526,4533,NA,"0.63",1922,6701,1821,1533,0.856472236663245,0,0.976836532097948,0.0231634679020516,0.170224663863165,364.3859048,0.115474958033838,0.273663931911923
1986,5,"Raft","2095","1080","",NA,0,0,0,0,2902,0,0,111,0,0,0,3013,3013,NA,"0.96",1080,1922,6701,1821,1.02597521901204,0,1,0,0.0190167505233064,303.0355966,-0.112324363414999,-0.165994163690107
1987,5,"Raft","1436","723","",NA,0,0,0,0,1399,0,0,2421,0,0,0,3820,3820,NA,"0.37",723,1080,1922,6701,1.66459647944186,0,1,0,0.551989801594467,486.0193237,0.690615751971959,1.14533220684225
1988,5,"Raft","19851","9207","",NA,0,0,0,0,41783,0,0,8304,88,0,310,50485,50485,NA,"0.83",9207,723,1080,1922,1.70171219815058,0,0.992116470238685,0.00788352976131524,0.477560369339354,277.2341688,0.578485548009494,-0.350896358042266
1989,5,"Raft","1647","925","",NA,0,0,7,0,7357,0,0,3935,0,0,0,11292,11299,NA,"0.65",925,9207,723,1080,2.50205605186095,0,1,0,-0.147952855331283,398.5924679,-0.363869154134819,0.518800310699286
1990,5,"Raft","630","412","",NA,0,0,0,0,1610,0,0,934,0,0,0,2544,2544,NA,"0.63",412,925,9207,723,1.82046957511049,0,1,0,1.20884967631982,453.748659,1.6801951360422,0.914069163475606
1991,5,"Raft","464","264","",NA,0,0,0,0,908,0,0,553,0,0,0,1461,1461,NA,"0.62",264,412,925,9207,1.71092730860438,0,1,0,0.99077678508446,434.867605,1.35166169124725,0.778760825373417
1992,5,"Raft","8236","4112","",NA,0,0,6,0,65321,8,0,2024,0,0,0,67345,67359,NA,"0.97",4112,264,412,925,2.79591913289791,0,0.999881233391232,0.000118766608767945,0.639551372755113,424.2513281,0.822529922697649,0.702680815000497
1993,5,"Raft","5047","2934","",NA,0,0,24,0,22386,0,0,10727,65,0,396,33574,33598,NA,"0.67",2934,4112,264,412,2.43738527817943,0,0.986278945175308,0.0137210548246919,1.06198738230935,401.9695761,1.45894262231424,0.543001867356731
1994,5,"Raft","1712","800","",NA,0,0,0,0,4738,0,0,22745,989,0,0,28472,28472,NA,"0.17",800,2934,4112,264,3.5720646995221,0,0.965264119134588,0.0347358808654116,0.152800162926216,443.5715796,0.0892244172893206,0.841136598357789
1995,5,"Raft","1040","682","",NA,0,0,41,0,22745,0,0,4484,0,0,0,27229,27270,NA,"0.84",682,800,2934,4112,3.68700820294874,0,1,0,1.07828784770654,501.0739726,1.48349976932303,1.25321916714494
1996,5,"Raft","46592","21381","",NA,0,593,0,0,89315,0,0,22684,0,0,0,112592,112592,NA,"0.79",21381,682,800,2934,1.66126798803635,0.00526680403581071,0.994733195964189,0,1.11261564926846,381.8192568,1.53521564668626,0.398597523366641
1997,5,"Raft","6093","2367","",NA,0,0,0,0,25983,0,0,25281,0,0,0,51264,51264,NA,"0.51",2367,21381,682,800,3.07536542091405,0,1,0,-0.613229709710114,401.8196412,-1.06482288977114,0.541927380617668
1998,5,"Raft","7198","3585","",NA,0,0,8,0,4905,0,0,11325,0,0,0,16230,16238,NA,"0.3",3585,2367,21381,682,1.51010290747492,0,1,0,0.451975591847156,382.8857158,0.539941302384978,0.406240147287113
1999,5,"Raft","6979","3499","",NA,0,0,92,0,26426,0,0,34631,0,0,0,61057,61149,NA,"0.43",3499,3585,2367,21381,2.85933064071285,0,1,0,-0.320505543112472,466.3283391,-0.623825027623926,1.00421961843369
2000,5,"Raft","66292","27668","",NA,0,0,53,0,107671,0,0,7672,0,0,0,115343,115396,NA,"0.93",27668,3499,3585,2367,1.42763378716789,0,1,0,-0.303752993532308,361.2705607,-0.598586802040309,0.251338269754108
2001,5,"Raft","32498","16025","",NA,0,630,0,365,79275,0,0,16425,0,0,0,96695,96695,NA,"0.82",16025,27668,3499,3585,1.79741169200753,0.0102900873881793,0.989709912611821,0,0.782160483143045,594.4661709,1.03737488590917,1.92250082608639
2002,5,"Raft","18369","8402","",NA,0,0,45,0,21369,0,0,21419,0,0,0,42788,42833,NA,"0.5",8402,16025,27668,3499,1.62778791669669,0,1,0,1.29831849607427,344.0283572,1.81498263479621,0.12777451633204
2003,5,"Raft","10040","4890","",NA,0,0,0,106,2439,0,0,5930,0,0,0,8475,8475,NA,"0.29",4890,8402,16025,27668,0.549928349779733,0.0125073746312684,0.987492625368732,0,1.11850174985887,548.7740497,1.54408323629094,1.59505485914324
2004,5,"Raft","5611","3244","",NA,0,1272,4,1779,39136,0,0,8849,195,0,0,51231,51235,NA,"0.76",3244,4890,8402,16025,2.75953768132005,0.0595491363325851,0.936644871669757,0.00380599199765785,0.244433017354566,328.1716624,0.227272100113178,0.0141398102832349
2005,5,"Raft","26456","16967","",NA,0,198,0,0,6441,0,0,2470,0,0,0,9109,9109,NA,"0.71",16967,3244,4890,8402,-0.62200734529813,0.0217367438796794,0.978263256120321,0,-0.0245866093285148,657.1627969,-0.178014151520263,2.37180711315461
2006,5,"Raft","6073","3442","",NA,0,130,0,361,7228,0,0,9646,0,0,0,17366,17366,NA,"0.42",3442,16967,3244,4890,1.61846157384911,0.0282736381434988,0.971668778072095,0,-1.19014120823604,407.2142707,-1.93395761293113,0.58058721138358
2007,5,"Raft","14353","8064","",NA,0,0,0,0,6253,0,0,4462,0,0,0,10716,10716,NA,"0.58",8064,3442,16967,3244,0.28432824035335,0,0.999906681597611,0,-0.606522963366586,653.762543,-1.05471897237397,2.34743968619134
2008,5,"Raft","10406","3562","",NA,0,0,2,0,14908,0,0,3668,0,0,0,18576,18578,NA,"0.8",3562,8064,3442,16967,1.65154824008807,0,1,0,0.050800024765162,435.5747755,-0.0644418938682913,0.783828660310486
2009,5,"Raft","11464","6039","",NA,0,0,5,0,20120,0,0,14989,0,0,0,35108,35113,NA,"0.57",6039,3562,8064,3442,1.76019058940411,0,1.00002847948053,0,0.0112425133089983,577.8224288,-0.124036488283896,1.80322585958545
2010,5,"Raft","5119","2389","",NA,0,0,26,0,37692,0,0,5842,0,0,0,43534,43560,NA,"0.87",2389,6039,3562,8064,2.90266737364897,0,1,0,-0.0692516316853746,355.8470816,-0.245303366486949,0.212471692509376
2011,5,"Raft","9241","4430","",NA,0,0,29,0,17922,0,0,5338,0,0,0,23260,23289,NA,"0.77",4430,2389,6039,3562,1.65833556303347,0,1,0,0.362810721721245,549.4208599,0.405611712993031,1.59969013073505
2012,5,"Raft","","1710","",NA,0,0,0,0,16751,0,0,4282,0,0,0,21033,21033,NA,"0.8",1710,4430,2389,6039,2.50959926237837,0,1,0,0.510190324425971,381.53067615,0.627643568006309,0.396529451946478
2013,5,"Raft","","9045","",NA,0,0,4,0,2785,0,0,3179,0,0,0,5964,5968,NA,"0.47",9045,1710,4430,2389,-0.416470721944767,0,1,0,1.48932113747965,615.7924859,2.10273392469918,2.07533277288839
2014,5,"Raft","","9471","",NA,0,0,3,0,13946,0,0,0,0,0,0,13946,13949,NA,"",9471,9045,1710,4430,0.386958230554855,0,1,0,1.52035005533724,381.53067615,2.14947993340419,0.396529451946478
1950,6,"Quesnel","398","264","",NA,0,0,34,0,2014,0,0,0,0,0,0,2014,2048,NA,"1",264,9471,9045,1710,2.03192897013219,0,1,0,-0.634422090070314,179.7949782,-1.08662117603954,-1.04918020099449
1951,6,"Quesnel","49","9","",NA,0,0,0,0,413,0,0,0,0,0,0,413,413,NA,"1",9,264,9471,9045,3.82622301562481,0,1,0,-0.0905815455059216,294.413004,-0.271436792199625,-0.22778672436168
1952,6,"Quesnel","184","51","",NA,0,0,0,0,562,0,0,0,0,0,0,562,562,NA,"1",51,9,264,9471,2.39967621716937,0,1,0,-0.642065857835898,260.8135208,-1.09807872582777,-0.468572552996268
1953,6,"Quesnel","110917","47564","",NA,0,0,5902,0,604123,0,0,220,0,0,0,604343,610245,NA,"1",47564,51,9,264,2.5420657449709,0,1,0,-0.973261825373918,362.0339953,-1.59452163253308,0.256809313212578
1954,6,"Quesnel","299","146","",NA,0,0,0,0,10692,0,0,0,0,0,0,10692,10692,NA,"1",146,47564,51,9,4.29364445555047,0,1,0,0.00693458248915148,187.0299165,-0.125265960494182,-0.997332063827736
1955,6,"Quesnel","63","30","",NA,0,0,0,0,180,0,0,0,0,0,0,180,180,NA,"1",30,146,47564,51,1.79175946922805,0,1,0,0.483746400203301,240.0020938,0.589446378840934,-0.617714629540566
1956,6,"Quesnel","80","38","",NA,0,0,18,0,1115,0,0,0,0,0,0,1115,1133,NA,"1",38,30,146,47564,3.37902352416783,0,1,0,1.36647286515604,125.0629748,1.91260044784854,-1.44140917407286
1957,6,"Quesnel","223667","134562","",NA,0,1420,8359,0,989580,0,0,144,30,0,0,991174,999533,NA,"1",134562,38,30,146,1.99686503976738,0.00142066344983107,0.998549322533623,3.00140165457269e-05,0.0999729952072144,182.1236784,0.0141930443613082,-1.03249190838115
1958,6,"Quesnel","1863","1269","",NA,0,0,27,0,3362,0,0,23,0,0,0,3385,3412,NA,"0.99",1269,134562,38,30,0.981124717631988,0,1,0,-0.0312903871022449,162.859114,-0.182562899082351,-1.17054861820395
1959,6,"Quesnel","65","29","",NA,0,0,0,0,165,0,0,0,0,0,0,165,165,NA,"1",29,1269,134562,38,1.73864964391411,0,1,0,0.441754791719849,224.2375817,0.526503474288924,-0.730688721624771
1960,6,"Quesnel","292","123","",NA,0,0,6,0,1469,0,0,0,0,0,0,1469,1475,NA,"1",123,29,1269,134562,2.48015282080146,0,1,0,-0.0517373006852008,146.2015324,-0.213211597155976,-1.28992276347664
1961,6,"Quesnel","302565","69990","",NA,0,0,44481,0,1195807,0,0,509,93,0,0,1196409,1240890,NA,"1",69990,123,29,1269,2.83872747459375,0,0.999925053792036,7.4946207963639e-05,0.726395782007246,205.1036429,0.953163260143751,-0.867809322009527
1962,6,"Quesnel","1078","566","",NA,0,0,30,0,7257,0,0,0,0,0,0,7257,7287,NA,"1",566,69990,123,29,2.55112772107495,0,1,0,-0.577838242751929,161.1151013,-1.00180537998948,-1.18304683255502
1963,6,"Quesnel","83","40","",NA,0,0,0,0,956,0,0,0,0,0,0,956,956,NA,"1",40,566,69990,123,3.17387845893747,0,1,0,-0.95382141285256,175.2447665,-1.565381619231,-1.08178863393156
1964,6,"Quesnel","254","77","",NA,0,0,0,0,2812,0,0,0,0,0,0,2812,2812,NA,"1",77,40,566,69990,3.59784583107687,0,1,0,-0.150942658373013,172.0482063,-0.361914482934994,-1.10469631950385
1965,6,"Quesnel","364706","105401","",NA,0,0,14161,0,1652107,0,0,821,83,0,0,1653011,1667172,NA,"1",105401,77,40,566,2.75258162863805,0,0.999950215094783,4.97849052167383e-05,-0.126596546500028,220.7792867,-0.325421120304273,-0.755472091722495
1966,6,"Quesnel","1753","1040","",NA,0,0,28,0,7038,0,0,396,0,0,0,7434,7462,NA,"0.95",1040,105401,77,40,1.96684335872178,0,1,0,-0.323645532829145,132.2029342,-0.620785741630263,-1.39024168943291
1967,6,"Quesnel","119","24","",NA,0,0,11,0,1750,0,0,0,0,0,0,1750,1761,NA,"1",24,1040,105401,77,4.28931723656961,0,1,0,-0.4750702302964,202.78803,-0.847762288224197,-0.884403826383435
1968,6,"Quesnel","699","333","",NA,0,0,0,0,428,0,0,0,0,0,0,428,428,NA,"1",333,24,1040,105401,0.250980705601353,0,1,0,-0.521399149570872,126.2276425,-0.917206561716127,-1.43306275173181
1969,6,"Quesnel","278961","78639","",NA,0,69,6413,0,1626582,0,0,7768,0,0,0,1634419,1640832,NA,"1",78639,333,24,1040,3.03417490891394,4.20518371167798e-05,0.999957948162883,0,-1.13220331025321,158.6269034,-1.83276539297523,-1.20087814232821
1970,6,"Quesnel","1368","388","",NA,0,0,0,0,20339,0,0,0,0,0,0,20339,20339,NA,"1",388,78639,333,24,3.95929016456222,0,1,0,-0.486720928821962,133.9360774,-0.865225987085547,-1.37782136977888
1971,6,"Quesnel","171","16","",NA,0,0,0,0,747,0,0,0,0,0,0,747,747,NA,"1",16,388,78639,333,3.84347646289304,0,1,0,-0.272043663109771,228.2673373,-0.543437631430298,-0.701810061927384
1972,6,"Quesnel","111","46","",NA,0,0,9,0,856,0,0,0,0,0,0,856,865,NA,"1",46,16,388,78639,2.92362897965265,0,1,0,-0.467030653629713,199.0080226,-0.835711444614116,-0.911492701787741
1973,6,"Quesnel","278311","112413","",NA,0,527,5114,0,2326864,0,0,3929,0,0,0,2331320,2336434,NA,"1",112413,46,16,388,3.03201032061631,0.000225557409282693,0.999774442590717,0,-0.620730831883716,279.1204321,-1.06609880053741,-0.337378725374824
1974,6,"Quesnel","4459","2587","",NA,0,0,21,0,29304,0,0,1570,129,0,0,31003,31024,NA,"0.95",2587,112413,46,16,2.48358507079248,0,0.995841928829293,0.00415807117070655,-0.735271583513602,234.0968415,-1.23778852278267,-0.660033764626305
1975,6,"Quesnel","193","105","",NA,0,0,0,0,1865,0,0,0,0,0,0,1865,1865,NA,"1",105,2587,112413,46,2.87705598192039,0,1,0,-0.227470526371413,319.9023766,-0.476625170735638,-0.0451208283913871
1976,6,"Quesnel","305","209","",NA,0,0,0,0,1233,0,0,0,0,0,0,1233,1233,NA,"1",209,105,2587,112413,1.77487125119953,0,1,0,0.428149265204432,244.4852059,0.506109605423976,-0.585587056165859
1977,6,"Quesnel","516199","160712","Fall fry in lake",49600000,0,0,8446,0,3810786,0,0,54029,5261,0,0,3870076,3878522,NA,"0.98",160712,209,105,2587,3.18141548081405,0,0.998643555457466,0.0013564445425345,0.011649917985984,297.883815,-0.118197955175339,-0.202913660163208
1978,6,"Quesnel","8614","4349","brood year ",NA,0,0,142,0,186073,0,0,10473,36,0,0,196582,196724,NA,"0.95",4349,160712,209,105,3.8111337134462,0,0.999817002500966,0.00018299749903418,0.167176863956675,223.2043036,0.114927616076752,-0.738093559432469
1979,6,"Quesnel","511","238","t+1",NA,0,0,0,0,2103,0,0,3908,0,0,0,6011,6011,NA,"0.35",238,4349,160712,209,3.22907572936769,0,1,0,-0.0410747109308134,431.0079915,-0.19722901412508,0.751101464386378
1980,6,"Quesnel","308","98","",NA,0,0,0,0,2446,0,0,0,0,0,0,2446,2446,NA,"1",98,238,4349,160712,3.21724183757655,0,1,0,-0.548073692679124,308.7731516,-0.957190103225208,-0.124876807009707
1981,6,"Quesnel","748621","332306","",67584371,0,0,19608,0,9553856,0,0,213188,0,0,0,9767044,9786652,NA,"0.98",332306,98,238,4349,3.38071290923197,0,1,0,0.986431776779315,326.2901376,1.34294163230293,0.000656135389552768
1982,6,"Quesnel","39841","20053","",NA,0,0,0,0,499074,0,0,56312,0,0,156,555542,555542,NA,"0.9",20053,332306,98,238,3.32156544528744,0,0.999719193148313,0.000280806851687181,-0.435928349427538,261.7616152,-0.789090954581767,-0.461778171833649
1983,6,"Quesnel","2155","1098","",NA,0,0,33,0,31515,0,0,8864,0,0,0,40379,40412,NA,"0.78",1098,20053,332306,98,3.60481950475568,0,1,0,-0.158169568282935,270.3310462,-0.37274718777995,-0.400366586066701
1984,6,"Quesnel","914","551","",NA,0,0,85,0,6868,0,0,0,0,0,0,6868,6953,NA,"1",551,1098,20053,332306,2.52289341286445,0,1,0,-0.0220454342192144,212.1579015,-0.168705268762385,-0.817255999736889
