"","X","X5","X25","X40","X60","X75","X90","agent","stock"
"162","b.prev_std.Stock.L.Stuart.",-0.508325963809597,-0.129955501666422,0.0248179502410452,0.218471969456055,0.368698428483355,0.62400151238804,"ku_thy","L.Stuart"
"163","b.prev_std.Stock.Nadina.",-0.47839157566618,-0.105025013850127,0.0605435199946646,0.241061507012008,0.397584604423516,0.659538150399556,"ku_thy","Nadina"
"164","b.prev_std.Stock.Pitt.",-0.483371161343451,-0.0870729137592059,0.0718842117298114,0.242287469705302,0.402041579257015,0.658860511770826,"ku_thy","Pitt"
"165","b.prev_std.Stock.Portage.",-0.522118788346723,-0.150335817039541,0.0191591107260316,0.209917450175624,0.372482073633997,0.630472590705557,"ku_thy","Portage"
"166","b.prev_std.Stock.Quesnel.",-0.512175960373709,-0.137922062519192,0.0247401407241614,0.228088719798069,0.373114191611181,0.62553465746424,"ku_thy","Quesnel"
"167","b.prev_std.Stock.Raft.",-0.532336748828286,-0.165067580090733,0.00257600576236318,0.197579660022036,0.358754881083723,0.600088033444414,"ku_thy","Raft"
"168","b.prev_std.Stock.Scotch.",-0.493348857470981,-0.0897820204267309,0.0638508671196832,0.245902786379683,0.402942231683435,0.662068490044669,"ku_thy","Scotch"
"169","b.prev_std.Stock.Seymour.",-0.49982046550865,-0.130825657445356,0.0325956712464348,0.214191938629009,0.381856491710104,0.631285453895871,"ku_thy","Seymour"
"170","b.prev_std.Stock.Stellako.",-0.502405041727973,-0.110935900597085,0.0473566778381666,0.227221970762555,0.387027510743677,0.654805834450714,"ku_thy","Stellako"
"171","b.prev_std.Stock.Weaver.",-0.466036711414161,-0.100521606219271,0.0716629409128238,0.265219500281521,0.407379611559874,0.691695085876509,"ku_thy","Weaver"
"172","prev_std",-0.6488795522311,-0.238262817947134,-0.0990118453843988,0.0664814933455225,0.207791689029544,0.438629141579569,"lo_sal","Global"
"173","b.prev_std.Stock.Birkenhead.",-0.598488299625504,-0.188887725003261,-0.0322634271895953,0.156112829686323,0.323264332526426,0.56245914429607,"lo_sal","Birkenhead"
